paradajz/OpenDeck,C++,0.785714,1,0,0.039251,7.681818,0.045455,1,20067,0.0,22,0,0,1,1
escortkeel/K-OS,C,0.818182,1,0,0.027807,37.714287,0.0,1,11015,0.0,4,0,0,1,1
miso-belica/sumy,Python,0.875,1,1,0.111978,7.36,0.76,1,2958,0.511012,335,1,1,1,1
silverstripe-labs/silverstripe-taxonomy,PHP,0.5,3,1,0.098485,2.190476,0.333333,1,389,0.207692,4,1,1,1,1
rameshkec85/BottomTabsFragmentTabHost,Java,0.714286,2,0,0.313609,0.5,0.375,0,240,0.0,113,0,0,1,1
anodyne/nova3,PHP,0.550781,1,0,0.163777,58.68,3.72,1,22498,0.003647,11,1,1,1,1
dNG-git/py_file,Python,0.2,3,0,0.606023,1.217391,0.0,1,693,0.0,0,0,0,1,1
bflad/chef-confluence,Ruby,0.372881,1,1,0.294764,3.0,1.045455,1,2733,0.002774,24,1,1,1,1
croaky/recipient_interceptor,Ruby,0.666667,2,1,0.0,1.0,0.529412,1,153,0.637931,142,0,0,1,1
Dekken/maiken,C++,0.733333,1,0,0.14462,10.346154,0.0,1,3244,0.0,13,0,0,1,1
zopyx/zopyx.txng3.core,Python,0.75,1,1,0.237988,0.45,0.05,0,9152,0.140074,0,0,0,1,1
ha1t/wordpress-rakuten-tag,PHP,0.977273,1,1,0.364159,1.192308,0.307692,0,2738,0.0132,1,0,0,1,1
gocom/abc_plugin,PHP,0.0,1,0,0.355556,4.2,0.0,1,58,0.0,1,0,0,1,1
zhuowei/MCPELauncher,Java,0.982456,1,0,0.119093,24.875,8.916667,1,14920,0.0,209,0,1,1,1
Doist/python-timezones,Python,0.666667,2,0,0.226384,0.206897,0.034483,1,480,0.0,38,0,0,1,1
Fody/ModuleInit,C#,0.6,1,0,0.013333,1.24,0.16,1,607,0.310954,19,0,0,1,1
Fody/Scalpel,C#,0.351852,1,0,0.001824,1.956522,0.217391,1,1664,0.411298,7,0,0,1,1
