m09/syllable-counter,Java,0.0,1,0,0.12963,4.333333,0.333333,1,355,0.0,2,0,0,1,1
freekmurze/eloquent-sortable,PHP,1.0,2,0,0.36747,5.0,0.5,1,168,0.0,76,1,0,1,1
hein09/pwtoolbox,Python,1.0,1,0,0.188488,10.777778,0.222222,1,2245,0.0,1,0,1,1,1
robotology/segmentation,C++,0.979167,3,0,0.402959,0.730769,0.038462,1,8784,0.00533,1,1,0,1,1
cilerler/Ruya,C#,0.676829,1,0,0.155208,5.25,0.0,1,13038,0.132715,None,1,0,1,1
robotology/iol,C++,0.961538,2,0,0.158296,11.594595,0.108108,1,8126,0.0,1,1,1,1,1
jhawthorn/fzy,C,0.888889,1,1,0.072668,59.333332,0.666667,1,906,0.0,14,1,1,1,1
SCIInstitute/SCIRun,C++,0.928394,3,1,0.243465,119.37838,12.594595,1,836072,0.186409,18,1,1,1,1
robotology/himrep,C++,0.892857,1,0,0.094376,2.875,0.125,1,8890,0.0,2,0,0,1,1
robotology/karma,C++,0.928571,1,0,0.166084,3.75,0.125,1,4076,0.0,1,0,0,1,1
Ultimaker/libArcus,C++,0.875,3,0,0.226961,12.25,0.125,1,1126,0.0,8,1,1,1,1
julien-boudry/Condorcet,PHP,1.0,1,0,0.127937,39.166668,0.5,1,5829,0.0,18,0,1,1,1
bro/broker,C,0.4,1,0,0.359385,13.5,0.125,1,105264,0.933739,10,1,1,1,1
