supercaracal/aniwatch2,Ruby,0.25,2,0,0.083412,1.25,0.0,1,7849,0.04,0,1,0,1,1
smashwilson/pushbot,Ruby,0.0,1,0,0.174375,8.235294,1.647059,0,1117,0.0,5,0,0,1,1
openSUSE/spec-cleaner,Python,0.894737,1,1,0.259279,21.882353,3.352941,1,1359,0.085406,9,1,1,1,1
balloob/pychromecast,Python,0.923077,3,1,0.179359,7.529412,2.588235,1,1220,0.0,342,1,1,1,1
jenkinsci/mask-passwords-plugin,Java,0.666667,1,0,0.34937,0.759259,0.055556,1,586,0.0,5,0,0,1,1
tcstool/NoSQLMap,Python,0.6,3,0,0.049074,13.058824,1.470588,1,2112,0.140926,257,1,1,1,1
yongce/AndroidLib,Java,0.680851,1,0,0.199803,2.833333,0.0,1,2477,0.0,10,0,0,1,1
proycon/ticcutils,C++,0.964286,1,1,0.170149,3.294118,0.058824,1,5004,0.0,2,1,1,1,1
tdenewiler/foscam_8918_driver,C++,1.0,1,0,0.123711,1.1875,0.0625,1,192,0.0,0,0,0,1,1
