"exploid/songster","Ruby","1.0","1","0","0.251534","0.0","0.0","1","274","0.0","2","0","0","1","1"
"walterdejong/oolib","C++","0.921875","1","0","0.280433","9.344828","0.862069","1","6311","0.183743","2","1","1","1","1"
"mynameisrufus/sorted","Ruby","0.777778","2","1","0.114286","2.327273","0.345455","1","432","0.449468","63","1","1","1","1"
"mattwynne/raffle","Ruby","0.862069","3","1","0.036408","75.5","3.0","0","812","0.380711","41","1","1","1","1"
"gusnan/devilspie2","C","1.0","1","0","0.206885","18.625","1.0625","1","2373","0.0","62","0","1","1","1"
"bpierre/scri.ch","PHP","0.666667","1","0","0.073826","1.714286","0.0","1","900","0.0","3","0","0","1","1"
"garysieling/solr-git","Java","0.5","2","1","0.409405","3.0","0.25","1","1404","0.0","62","1","1","1","1"
"grantspeelman/find_it_compare_it","Ruby","0.481818","2","1","0.32758","52.0","0.0","0","2288","0.369028","1","1","0","1","1"
"NessComputing/components-ness-integration-testing","Java","1.0","2","0","0.355025","3.058824","0.941176","1","901","0.0","2","1","0","1","1"
"fregaham/manaclash","Python","0.916667","1","0","0.211013","9.840909","0.0","1","33341","0.182653","2","1","0","1","1"
"guyirvine/FluidDb","Ruby","0.933333","2","0","0.107829","1.041667","0.208333","0","1214","0.354305","1","0","0","1","1"
"fragallia/smudger","Ruby","0.628319","1","0","0.179568","34.0","0.0","1","5391","0.137582","1","1","0","1","1"
"kyleshank/apt-s3","C++","1.0","1","0","0.228311","0.1","0.075","1","1014","0.0","80","0","0","1","1"
"mwunsch/thimble","PHP","0.8","1","0","0.106923","3.380952","0.0","1","3793","0.0","173","0","0","1","1"
"zz7a5pe4/xeven","Python","0.705882","7","0","0.253033","5.833333","0.0","1","9848","0.0","1","1","0","1","1"
"arcfide/Unicode-NN","C","0.552632","1","0","0.151887","0.666667","0.0","1","33637","0.0","1","0","0","1","1"
"yuya-takeyama/phync","PHP","0.842105","1","1","0.331493","9.111111","0.518519","0","3318","0.268435","7","0","1","1","1"
"uhon/traxpacking","PHP","0.858268","2","0","0.296308","2.375","0.0","1","23397","0.034147","1","1","0","1","1"
"KhanovaSkola/khanovaskola.cz","PHP","0.931319","1","1","0.136856","37.799999","14.0","1","148326","0.000673","10","1","1","1","1"
"jonmagic/twelve","Ruby","0.939394","0","0","0.219065","0.0","0.0","1","978","0.652582","9","0","0","1","1"
"leoluk/metawatch-simulator","Python","0.888889","1","0","0.202693","13.5","0.5","1","1158","0.0","11","0","0","1","1"
"charettes/django-dynamic-choices","Python","0.666667","1","1","0.046948","2.7","0.08","1","1448","0.240883","33","1","1","1","1"
"CakeDC/TinyMCE","PHP","0.666667","5","1","0.10081","1.592593","0.537037","1","33466","0.0","106","1","1","1","1"
"deldotdr/txRedis","Python","0.75","4","0","0.249606","2.318182","0.840909","1","2875","0.663519","106","1","1","1","1"
"trybeee/GitStats","Python","0.0","2","0","0.075388","1.818182","0.054545","1","1203","0.0","345","0","0","1","1"
"seattlerb/vlad","Ruby","0.6","3","0","0.084977","0.912281","0.754386","0","603","0.365169","326","0","0","1","1"
"ekino/EkinoDrupalBundle","PHP","0.704545","5","1","0.404345","2.852941","1.029412","1","2974","0.246305","68","1","1","1","1"
"danaj/Math-Prime-Util-GMP","C","0.884615","1","1","0.123333","12.866667","0.133333","1","19192","0.0","2","1","1","1","1"
