"turnkeylinux/fab","Python","0.954545","2","0","0.162544","2.777778","0.027778","1","2168","0.023756","9","1","1","1","1"
"MoKee/android_device_htc_dlx","C++","0.727273","5","0","0.28173","13.807692","0.115385","1","11241","0.0","0","1","1","1","1"
"deepshah/GRE-Syns","Java","1.0","1","0","0.061535","2.142857","0.0","1","22583","0.0","0","0","0","1","1"
"web-design-weekly/campaign-monitor-dashboard","PHP","0.990476","1","0","0.340921","3.6","0.7","1","5166","0.0","4","0","1","1","1"
"Axxiss/android-async-google-places","Java","0.871795","1","0","0.290276","6.666667","0.533333","1","1606","0.049249","6","1","1","1","1"
"affinitydb/tests_kernel","C++","0.973118","1","0","0.105896","0.5","0.0","1","57776","0.049115","1","0","0","1","1"
"ericbv/JavaSamp-Gamemode-Base","Java","1.0","1","0","0.022977","8.888889","1.0","0","2852","0.023153","0","0","1","1","1"
"mfrederickson/ssat","Ruby","0.483146","1","0","0.164476","26.6","9.4","1","10882","0.14514","2","1","1","1","1"
"CaptiveAire/ModbusRegisterViewer","C#","0.680672","3","0","0.125093","1.277778","0.0","1","8260","0.0","0","0","0","1","1"
"brycied00d/conferencechat","PHP","0.5","1","0","0.234375","0.0","0.0","1","229","0.0","0","0","0","1","1"
"f2prateek/android-couchpotato","Java","0.873418","1","1","0.268731","22.700001","1.9","1","10106","0.0","6","1","1","1","1"
"fabiand/igor","Python","0.75","2","0","0.193086","36.0","5.0","1","5778","0.0","4","1","1","1","1"
"InitialForce/UnitsNet","C#","0.733333","1","0","0.15673","35.25","3.2","1","35962","0.301979","101","1","1","1","1"
"leutloff/diff-match-patch-cpp-stl","C++","1.0","1","1","0.199505","1.692308","0.153846","1","3571","0.0","30","0","0","1","1"
"battlemidget/vagrant-sbuild","Ruby","0.5","1","0","0.018182","11.0","0.333333","1","162","0.0","3","0","0","1","1"
"mikeemoo/OpenBlocks","Java","0.977273","2","0","0.081337","181.333328","0.333333","1","28408","0.0","3","1","1","1","1"
"hoaproject/Translate","PHP","1.0","1","0","0.636998","0.411765","0.058824","1","208","0.0","2","0","0","1","1"
"vooon/imuahrs-fw","C","0.558824","1","0","0.146129","61.0","0.0","1","28608","0.0","0","0","0","1","1"
"lquesada/WDBUnit","Java","1.0","1","0","0.010462","18.0","0.0","1","2937","0.137345","0","1","0","1","1"
"marktsuchida/numtiff","Python","0.666667","1","0","0.149686","0.0","0.0","1","676","0.0","1","0","0","1","1"
"matyhtf/swoole_framework","PHP","0.802198","1","0","0.259024","16.461538","2.076923","1","22005","0.0","818","0","1","1","1"
"seawolf/puma","Java","0.931034","2","0","0.059284","5.0","0.0","1","5411","0.0","0","1","0","1","1"
"vecio/3dm","C","1.0","1","0","0.120176","21.0","1.0","0","810","0.318584","2","0","0","1","1"
"JDillon522/CodeIgniter-advanced-assignment","PHP","0.75625","1","0","0.24606","10.0","1.0","1","71194","0.0","1","0","1","1","1"
"vespolina/VespolinaCommerceBundle","PHP","0.962963","3","1","0.327577","9.333333","2.133333","1","17951","0.008943","8","1","1","1","1"
"oss/rutgers_module_ios","Python","0.8","1","0","0.25","0.0","0.0","1","367","0.0","0","0","0","1","1"
"onepiecegames/gtconepiece","Java","0.961538","2","0","0.036424","100.0","8.0","0","5479","0.0","1","0","1","1","1"
"Theminijohn/amphitryon2","Ruby","0.385321","2","0","0.0","0.0","0.0","1","2506","0.164794","3","0","0","1","1"
"lightcastle/djangowebsite","Python","0.181818","1","0","0.165222","143.0","0.0","1","15968","0.116456","0","1","0","1","1"
"NodesWork/jat","Python","0.944444","2","0","0.282498","6.75","0.5","1","27950","0.234877","1","1","1","1","1"
"corsix/twoface","C","0.6","2","0","0.004206","1.333333","0.333333","0","947","0.0","9","0","0","1","1"
"ChessK007/ProyectoX","PHP","0.781095","4","0","0.144383","0.0","0.0","1","72783","0.090641","1","1","0","1","1"
"wolfpac/howlatthem","PHP","0.569444","2","0","0.130137","4.5","2.5","1","35269","0.0","1","1","1","1","1"
"piotrooo/php-shell-framework","PHP","0.954545","1","0","0.219011","4.136364","0.090909","0","1260","0.27972","52","0","0","1","1"
"dprince/cloudcue","Ruby","0.621429","1","0","0.096455","18.0","0.0","1","6830","0.378406","0","1","0","1","1"
"saikiranmothe/spree_company_info","Ruby","0.545455","1","0","0.228261","0.0","0.0","1","227","0.285714","0","0","0","1","1"
"mpgeek/bedrock","PHP","0.052632","2","0","0.237368","27.5","1.5","0","19631","0.0","2","0","1","1","1"
"TimothyAhong/Personal-Website","Ruby","0.961538","1","1","0.185911","0.846154","0.0","1","5172","0.0","0","0","0","1","1"
"localdisk/laravel-bootstrap-ja","PHP","0.1","1","0","0.133627","3.0","0.0","1","24280","0.026235","7","1","0","1","1"
"NucleaPeon/apt-repo","Python","0.625","1","0","0.195062","4.1","0.5","1","918","0.0","1","0","0","1","1"
"idooley/DAGExecutor","Java","1.0","1","0","0.294118","0.0","0.0","1","476","0.418052","9","0","0","1","1"
"cameronraysmith/eeda","Python","0.0","1","0","0.53271","13.0","4.0","0","353","0.0","0","0","0","1","1"
"ericmooney/wandermvst","Ruby","0.302326","1","0","0.063436","3.6","2.4","1","9116","0.0","0","0","1","1","1"
"hecanjog/pippi-console","Python","0.909091","2","0","0.102868","1.785714","0.142857","0","2158","0.0","2","0","0","1","1"
"ralrodrigues/cpa","Ruby","0.319328","2","0","0.125905","32.0","5.666667","1","46618","0.21787","0","1","1","1","1"
"Psirus/kuray","Python","0.75","1","0","0.327844","1.4","0.0","1","462","0.0","0","0","0","1","1"
"tenorviol/php-thrift-client","PHP","0.913043","0","0","0.298564","0.0","0.0","1","2814","0.024784","3","0","0","1","1"
"gsacks/AuditTableGen","Java","0.961538","2","0","0.318575","4.0","0.357143","1","4420","0.36121","1","1","1","1","1"
"lisayao/HTTPS-E-Mixed-Content-Blocker-Work","Python","0.666667","2","0","0.176471","18.0","1.0","0","196","0.0","0","0","0","1","1"
"mrahman53/StudentApp","Java","0.5","4","0","0.095238","3.25","0.25","0","41","0.0","0","0","0","1","1"
"dolphin-emu/www","Python","0.419355","1","0","0.052836","9.222222","1.777778","0","11309","0.002548","28","0","1","1","1"
"fruux/sabre-event","PHP","0.6","1","1","0.325667","7.05","1.1","1","796","0.579511","106","1","1","1","1"
"flyveren/Developer","PHP","0.939252","2","0","0.261004","2.863636","0.045455","1","169163","0.0","0","1","0","1","1"
"tomlerendu/MicroAPI","PHP","0.88","2","0","0.259373","5.25","0.55","1","1067","0.283912","1","1","1","1","1"
"wwwtyro/pyrift","C++","0.938776","1","0","0.214605","3.1","0.0","1","30673","0.034043","14","1","0","1","1"
"kendrikat/grape-swagger-ui","Ruby","0.142857","2","0","0.129703","1.136364","0.318182","1","8661","0.0","26","0","0","1","1"
"Stichoza/Google-Translate-PHP","PHP","1.0","1","1","0.356201","3.5","0.7","1","313","0.252747","178","1","1","1","1"
"sidben/VillagerTweaks","Java","0.972222","1","0","0.253236","4.3","1.3","1","2834","0.0","3","0","1","1","1"
